id,startTime,stimulus,difficulty,blockId,condition,response,rt,correct,difficulty_next
0,91626,"LEFT",0.05733023132627417,3,"THREAT","LEFT",742,true,0.05733023132627417
1,93411,"LEFT",0.05733023132627417,3,"THREAT","LEFT",868,true,0.05733023132627417
2,95355,"LEFT",0.05733023132627417,3,"THREAT","LEFT",1183,true,0.05733023132627417
3,97598,"LEFT",0.05733023132627417,3,"THREAT","LEFT",627,true,0.05159720819364676
4,99257,"LEFT",0.05159720819364676,3,"THREAT","LEFT",488,true,0.046437487374282084
5,100769,"RIGHT",0.046437487374282084,3,"THREAT","RIGHT",835,true,0.04179373863685388
6,102659,"LEFT",0.04179373863685388,3,"THREAT","LEFT",934,true,0.03761436477316849
7,104641,"RIGHT",0.03761436477316849,3,"THREAT","RIGHT",641,true,0.033852928295851646
8,106356,"LEFT",0.033852928295851646,3,"THREAT","RIGHT",839,false,0.033852928295851646
9,108253,"LEFT",0.033852928295851646,3,"THREAT","RIGHT",840,false,0.033852928295851646
0,114778,"LEFT",0.033852928295851646,4,"CHALLENGE","LEFT",1240,true,0.033852928295851646
1,117079,"RIGHT",0.033852928295851646,4,"CHALLENGE","RIGHT",4835,true,0.033852928295851646
2,123002,"RIGHT",0.033852928295851646,4,"CHALLENGE","RIGHT",1814,true,0.033852928295851646
3,125861,"RIGHT",0.033852928295851646,4,"CHALLENGE","RIGHT",1584,true,0.033852928295851646
4,128487,"LEFT",0.033852928295851646,4,"CHALLENGE","RIGHT",848,false,0.033852928295851646
5,130382,"RIGHT",0.033852928295851646,4,"CHALLENGE","LEFT",644,false,0.033852928295851646
6,132129,"RIGHT",0.033852928295851646,4,"CHALLENGE","LEFT",2268,false,0.037238221125436816
7,135472,"LEFT",0.037238221125436816,4,"CHALLENGE","LEFT",1161,true,0.0409620432379805
8,137701,"LEFT",0.0409620432379805,4,"CHALLENGE","RIGHT",2073,false,0.04505824756177856
9,140836,"RIGHT",0.04505824756177856,4,"CHALLENGE","RIGHT",1314,true,0.04956407231795642
0,147860,"LEFT",0.04956407231795642,5,"NEUTRAL","LEFT",1184,true,0.04956407231795642
1,150097,"RIGHT",0.04956407231795642,5,"NEUTRAL","RIGHT",1724,true,0.04956407231795642
2,152913,"RIGHT",0.04956407231795642,5,"NEUTRAL","LEFT",1786,false,0.04956407231795642
3,155726,"RIGHT",0.04956407231795642,5,"NEUTRAL","RIGHT",1801,true,0.04956407231795642
4,158571,"RIGHT",0.04956407231795642,5,"NEUTRAL","RIGHT",1025,true,0.04956407231795642
5,160642,"RIGHT",0.04956407231795642,5,"NEUTRAL","RIGHT",765,true,0.04956407231795642
6,162521,"LEFT",0.04956407231795642,5,"NEUTRAL","LEFT",1505,true,0.04956407231795642
7,165078,"LEFT",0.04956407231795642,5,"NEUTRAL","LEFT",777,true,0.04460766508616078
8,166954,"RIGHT",0.04460766508616078,5,"NEUTRAL","RIGHT",808,true,0.0401468985775447
9,168805,"LEFT",0.0401468985775447,5,"NEUTRAL","RIGHT",763,false,0.0401468985775447
